id,year,annual_inc,income_cat,loan_amount,recoveries
1059704,2011,108000,2,14000,0
1059801,2011,43000,1,15600,0
1059605,2011,45000,1,10000,0
1058085,2011,23000,1,7200,0
1059157,2011,47532,1,22250,1023.52
1059627,2011,26000,1,13250,0
1023566,2011,150000,2,26400,0
1059657,2011,32000,1,11000,0
1059639,2011,55000,1,9600,0
1059571,2011,35000,1,10000,0
1059623,2011,75000,1,7000,0
1059629,2011,74000,1,11000,0
1057474,2011,50000,1,13000,0
1059603,2011,30000,1,5000,0
1059522,2011,37000,1,6000,299.31
1059529,2011,105000,2,3000,0
1059502,2011,42000,1,8200,412.99
1058733,2011,80000,1,17000,0
1059497,2011,35000,1,5000,0
1059433,2011,23000,1,6400,0
1059469,2011,50000,1,13000,0
1048973,2011,36000,1,18000,0
1059444,2011,60000,1,16000,0
1059311,2011,40000,1,13200,0
1059333,2011,38200,1,10000,0
1055994,2011,37000,1,15000,16.75
1059386,2011,56000,1,5000,0
1059289,2011,38000,1,7200,0
1058552,2011,43000,1,15000,0
1059461,2011,60000,1,15700,0
1059312,2011,46000,1,5000,0
1058031,2011,105000,2,9600,0
1059447,2011,107000,2,16000,0
1059319,2011,235000,3,35000,5420.08
1059274,2011,70000,1,21000,0
1059291,2011,78000,1,12000,803.37
1059280,2011,24000,1,6000,0
1059284,2011,51750,1,20000,0
1059362,2011,57600,1,6000,0
1059262,2011,50000,1,7150,0
1059409,2011,55000,1,13000,15.41
1057384,2011,120000,2,32000,0
1058892,2011,108000,2,8000,340.57
1059282,2011,40000,1,15500,0
1052360,2011,97600,1,7000,0
1059251,2011,70800,1,12000,0
1059227,2011,45000,1,10400,0
1059236,2011,60000,1,12000,0
1042427,2011,88000,1,8000,0
1059210,2011,74000,1,16000,0
1059174,2011,91500,1,4500,0
1057064,2011,42500,1,5000,0
1059199,2011,45000,1,3600,0
1048482,2011,75000,1,30000,0
1058946,2011,103000,2,21000,0
1059186,2011,42000,1,7000,0
1059120,2011,90000,1,17475,0
1050101,2011,63000,1,27575,0
1059128,2011,25000,1,7000,0
1058958,2011,35000,1,15000,0
1032427,2011,16000,1,2250,0
1058956,2011,53000,1,17050,0
1058959,2011,110000,2,16500,0
1058952,2011,69000,1,35000,0
1055920,2011,16000,1,3250,0
1059103,2011,38400,1,7000,0
1059046,2011,80000,1,24000,0
1058943,2011,80952,1,13200,0
1059100,2011,65000,1,22750,0
1058926,2011,70000,1,12000,0
1034052,2011,175000,2,30000,0
1057403,2011,34000,1,1200,0
1058924,2011,35000,1,4800,0
1058885,2011,60000,1,18000,0
1058877,2011,35000,1,7200,0
1059041,2011,35000,1,15000,0
1059039,2011,60000,1,10500,0
1059024,2011,75000,1,15000,0
1054453,2011,66000,1,5000,0
1058814,2011,77000,1,12800,0
1058830,2011,62000,1,4000,0
1053112,2011,73000,1,14000,0
1058317,2011,130000,2,27000,0
1058846,2011,61000,1,15000,0
1058824,2011,90000,1,35000,14.28
1058828,2011,25000,1,2400,0
1058831,2011,14400,1,5900,0
1052449,2011,70000,1,5000,0
1058974,2011,82500,1,22000,0
1058734,2011,35000,1,13250,864.82
1058209,2011,43200,1,12600,0
1058749,2011,125000,2,20000,0
1058782,2011,80000,1,18000,0
1056831,2011,87500,1,19200,0
1054373,2011,22000,1,7000,0
1058744,2011,80000,1,25000,0
1047572,2011,70000,1,10000,0
1056011,2011,17352,1,2250,0
1058718,2011,63208,1,23000,0
1058792,2011,48000,1,6750,0
1058556,2011,45500,1,10000,0
1058407,2011,48000,1,16000,0
1029236,2011,19200,1,5600,0
1058698,2011,68000,1,12000,0
1058696,2011,35000,1,4800,0
1058411,2011,63000,1,25000,0
1058515,2011,29406,1,10000,14.61
1058110,2011,26004,1,2200,0
1058519,2011,120000,2,24000,171.78
1058494,2011,110000,2,16000,0
1058634,2011,34000,1,10000,0
1058483,2011,26500,1,10625,496.07
1055678,2011,40000,1,9600,0
1058484,2011,88800,1,7200,448.2
1058615,2011,100000,1,12000,0
1058603,2011,45000,1,5000,0
1058625,2011,85000,1,30000,0
1058468,2011,36000,1,12000,0
1058440,2011,80000,1,18000,0
1058451,2011,50000,1,10000,0
1058596,2011,75000,1,10000,0
1058578,2011,105000,2,26000,0
1058423,2011,45408,1,17475,0
1057201,2011,72000,1,10400,1219.67
1058396,2011,67500,1,10000,0
1046641,2011,60000,1,17250,0
1053982,2011,65000,1,10000,0
1058372,2011,55000,1,12000,0
1051228,2011,34848,1,6000,0
1058368,2011,48000,1,19075,0
1058155,2011,55000,1,20000,0
1057701,2011,65000,1,24000,0
1058301,2011,55000,1,17200,20.88
1058237,2011,75000,1,15000,0
1058309,2011,30000,1,10625,216.51
1058318,2011,30000,1,8400,0
1058381,2011,160000,2,28000,0
1058282,2011,60000,1,16000,0
1051960,2011,59000,1,18000,0
1058289,2011,35000,1,15000,0
1058241,2011,81800,1,20675,0
1058276,2011,65000,1,13225,0
1058123,2011,44400,1,11775,0
1058126,2011,61500,1,16400,1773.4
1058242,2011,46000,1,10075,0
1058119,2011,62000,1,10000,0
1058084,2011,88000,1,14000,0
1058111,2011,50000,1,13000,132.22
1053505,2011,75000,1,15000,0
1058101,2011,90000,1,5000,0
1058072,2011,100000,1,9350,0
1058082,2011,110000,2,30000,1957.38
1058221,2011,40000,1,18225,0
1058078,2011,50000,1,18000,0
1058213,2011,88824,1,3600,0
1058059,2011,180000,2,29000,0
1058060,2011,40000,1,5000,0
1055436,2011,50000,1,6400,0
1058186,2011,40000,1,12000,581.21
1054438,2011,114054,2,35000,0
1058203,2011,70000,1,18000,0
1058042,2011,35000,1,8075,0
1058195,2011,45000,1,15625,0
1053728,2011,77000,1,24000,0
1058177,2011,61400,1,5000,151.01
1054408,2011,76800,1,14000,0
1058173,2011,80000,1,6000,0
1057996,2011,90000,1,7200,0
1058162,2011,32000,1,5000,0
1055265,2011,42000,1,6600,0
1018385,2011,24000,1,7000,0
1054294,2011,130000,2,20000,0
1057750,2011,35000,1,8000,388.87
1057923,2011,70000,1,12000,0
1057816,2011,67000,1,20000,0
1057900,2011,31000,1,10000,0
1056770,2011,50000,1,16000,27.3
1057710,2011,145000,2,10000,0
1057323,2011,66000,1,18000,0
1057878,2011,100000,1,4000,0
1057726,2011,60000,1,15000,0
1057720,2011,40000,1,10000,536.87
1049053,2011,45000,1,29500,0
1057448,2011,103000,2,20125,0
1057669,2011,137000,2,30000,0
1050535,2011,103000,2,24000,0
1057674,2011,75000,1,14000,0
1057806,2011,42000,1,5375,0
1057615,2011,50000,1,8300,0
1057818,2011,50000,1,7000,0
1057629,2011,80004,1,2425,0
1057621,2011,43000,1,6950,0
1057787,2011,32000,1,12375,0
1057770,2011,85000,1,35000,0
1057275,2011,60500,1,14000,0
1057330,2011,35000,1,14000,0
1057773,2011,24000,1,5500,0
1057343,2011,44600,1,4800,0
1057562,2011,52000,1,9000,0
1057776,2011,67000,1,16000,0
1057519,2011,44136,1,5000,0
1057314,2011,66000,1,35000,0
1057537,2011,36000,1,18500,0
1057358,2011,52000,1,5350,0
1057038,2011,65000,1,25000,0
1057316,2011,36000,1,10000,0
1057350,2011,36500,1,12000,0
1057319,2011,40000,1,18000,0
1052234,2011,56604,1,3000,0
1041468,2011,23040,1,6000,201.63
1057515,2011,90000,1,20000,0
1057522,2011,99225,1,35000,0
1057428,2011,52000,1,10000,0
1057318,2011,35000,1,12000,0
1057451,2011,17640,1,5875,0
1048164,2011,86000,1,10000,0
1057482,2011,118075,2,28000,0
1057501,2011,48000,1,11200,0
1057458,2011,65000,1,10000,0
1057445,2011,40000,1,20000,0
1057211,2011,28800,1,9450,0
1057055,2011,38000,1,19000,3518.98
1057199,2011,85000,1,18825,0
1057375,2011,52000,1,20400,0
1057238,2011,62361,1,21650,0
1057204,2011,122400,2,24000,733.56
1057171,2011,52000,1,24500,0
1057013,2011,45000,1,9000,0
1057397,2011,75000,1,15000,0
1056945,2011,50000,1,20000,0
1056969,2011,36000,1,7100,0
1056923,2011,40000,1,6000,0
1057140,2011,25000,1,5600,0
1055794,2011,85000,1,7000,0
1057083,2011,80000,1,20300,0
1056866,2011,55000,1,6000,0
1057071,2011,62000,1,30000,0
1056925,2011,110000,2,12000,0
1057099,2011,44000,1,13650,0
1056297,2011,76000,1,24000,0
1056889,2011,51000,1,6200,0
1057113,2011,106000,2,25000,0
1056786,2011,42000,1,12000,0
1057110,2011,78000,1,2300,89.06
1057080,2011,19240,1,8875,0
1057031,2011,75000,1,18800,993.39
1050520,2011,75000,1,12000,0
1056845,2011,52800,1,9000,0
1057065,2011,75000,1,7600,0
1057026,2011,40000,1,16000,0
1056070,2011,24000,1,12000,0
1056857,2011,45000,1,22500,0
1056856,2011,105000,2,20000,0
1057054,2011,60000,1,6000,0
1056817,2011,53000,1,7200,0
1057024,2011,46330,1,8000,0
1056799,2011,59000,1,24575,3198.18
1056133,2011,36000,1,18000,0
1056835,2011,95000,1,19000,0
1056055,2011,58977,1,14400,0
1055476,2011,75000,1,8400,0
1055593,2011,27000,1,7500,0
1056585,2011,72000,1,30000,0
1056773,2011,37000,1,12375,0
1056374,2011,69077,1,10000,0
1055929,2011,54329,1,22000,0
1056772,2011,200000,2,12000,0
1055229,2011,110000,2,5000,0
1056601,2011,63500,1,21000,0
1011430,2011,70000,1,24000,0
1056115,2011,30000,1,6000,0
1056345,2011,54996,1,4800,0
1054308,2011,21000,1,5000,160.64
1056351,2011,38000,1,5850,0
1056320,2011,72000,1,17000,0
1056090,2011,75000,1,21000,0
1056273,2011,56000,1,17475,1520.58
1053961,2011,48000,1,4750,0
1056155,2011,100000,1,12000,0
1056147,2011,50000,1,5275,0
1056107,2011,28500,1,9175,0
1056157,2011,37000,1,9600,0
1056298,2011,60000,1,34475,3490.18
1056299,2011,70000,1,22500,0
1056248,2011,80000,1,12000,0
926180,2011,40000,1,12000,0
1056261,2011,74144,1,10050,1096.45
1056098,2011,94500,1,21000,0
1056081,2011,57000,1,15000,0
1056062,2011,50000,1,19400,0
1056239,2011,42000,1,10000,301.76
1056093,2011,53000,1,10000,0
1056080,2011,22000,1,4800,0
1056234,2011,90000,1,35000,1222.17
1053252,2011,42000,1,18200,10.57
1056186,2011,35000,1,6400,0
1056039,2011,54000,1,13000,0
1055960,2011,40000,1,2500,0
1048116,2011,49000,1,6300,0
1056204,2011,38000,1,4400,0
1056163,2011,118000,2,6000,0
1050689,2011,54000,1,20500,0
1056173,2011,135000,2,8800,0
1055949,2011,53000,1,17000,0
1051959,2011,60000,1,18000,0
1056000,2011,116500,2,20000,0
1055912,2011,44000,1,10000,0
1055757,2011,52000,1,16000,0
1053910,2011,65000,1,34000,0
1055977,2011,51000,1,16000,0
1055982,2011,45000,1,11100,469.22
1055921,2011,60000,1,21000,0
1055723,2011,40000,1,12000,20.8
1055810,2011,20000,1,5000,0
1055873,2011,42000,1,21000,1839.41
1055657,2011,25000,1,10625,0
1055838,2011,112000,2,18500,856.08
1052534,2011,30000,1,3600,0
1055716,2011,27050,1,8500,360.75
1055701,2011,35000,1,12000,0
1055693,2011,30000,1,11700,0
1055843,2011,70000,1,15000,0
1055696,2011,105000,2,13000,0
1055834,2011,52000,1,9500,565.15
1055653,2011,108000,2,20000,0
1055682,2011,92496,1,1800,0
1055641,2011,47000,1,20000,0
1055835,2011,24000,1,6000,0
1055646,2011,67000,1,13000,0
1055612,2011,50000,1,14400,0
1055639,2011,48996,1,5000,0
1055636,2011,165000,2,12000,1110.29
1055350,2011,70000,1,25000,0
1055357,2011,49000,1,21650,0
1055587,2011,85470,1,19500,0
1055566,2011,84855,1,5000,143.86
1053384,2011,32160,1,5200,0
1036318,2011,50000,1,6000,0
1055509,2011,47000,1,4000,149.72
1055527,2011,62000,1,15000,750.28
1055502,2011,115000,2,8000,0
1055322,2011,64000,1,16500,1776.39
1055535,2011,96000,1,11900,0
1054695,2011,100000,1,20000,0
1055300,2011,25000,1,4000,194
1055275,2011,40100,1,12000,0
1054743,2011,75000,1,10200,0
1055212,2011,95000,1,12000,0
1055468,2011,55000,1,3000,198.18
1055260,2011,175000,2,3500,110.68
1055240,2011,37000,1,11000,0
1055239,2011,60500,1,17000,0
1055405,2011,60000,1,15000,0
1055231,2011,52000,1,12000,0
1055225,2011,95000,1,29100,0
1055222,2011,48000,1,5000,0
1055455,2011,60000,1,25850,0
1055426,2011,140000,2,16400,0
1055394,2011,65000,1,12000,0
1055195,2011,47000,1,9600,0
1055362,2011,28000,1,8000,0
1054703,2011,45256,1,17500,1500.26
1055392,2011,70000,1,16000,0
1049553,2011,165000,2,35000,0
1054237,2011,70000,1,4000,0
1052179,2011,90000,1,1500,0
1055372,2011,46000,1,14000,0
1055374,2011,30000,1,8000,0
1052618,2011,38000,1,8000,0
1055163,2011,45000,1,25000,0
1054796,2011,50000,1,4000,0
1054702,2011,40800,1,20400,0
1054558,2011,27000,1,10000,0
1054203,2011,40000,1,10000,0
1054700,2011,28676,1,6000,0
1054552,2011,174000,2,35000,0
863895,2011,72000,1,18000,0
1053176,2011,90000,1,3300,0
1054692,2011,70000,1,15000,811.91
1054683,2011,127000,2,6000,0
1054653,2011,70000,1,35000,3216.34
1054655,2011,62500,1,20000,0
1054445,2011,35000,1,12200,990.25
1054489,2011,55044,1,4200,0
1054630,2011,81000,1,25000,1485.34
1051508,2011,45000,1,22575,0
1054482,2011,90000,1,20000,0
1054469,2011,60000,1,18000,0
1054628,2011,76500,1,10000,0
1054484,2011,63000,1,12000,0
1054476,2011,57000,1,8000,0
1054607,2011,60000,1,7175,251.69
1054461,2011,80000,1,15000,0
1054441,2011,45000,1,22500,0
1050216,2011,100800,2,35000,0
1054301,2011,47840,1,12000,0
1054292,2011,110000,2,35000,0
1054298,2011,40000,1,18250,0
1054150,2011,55800,1,20000,0
1054137,2011,130000,2,15000,0
1054129,2011,80000,1,12500,0
1054269,2011,60000,1,15000,0
1054244,2011,48000,1,16750,0
1054235,2011,54600,1,8000,0
1054215,2011,35000,1,10400,0
1054100,2011,42000,1,6000,0
1054074,2011,85000,1,7000,0
1054189,2011,47500,1,10000,0
1054185,2011,243600,3,12000,0
1053948,2011,38418,1,12000,0
1054034,2011,84000,1,17000,576.33
1054165,2011,31200,1,12950,0
1052220,2011,70000,1,16000,589.61
1053953,2011,56496,1,10000,0
1053935,2011,42240,1,8000,0
1054018,2011,152000,2,24000,0
1053287,2011,30000,1,7700,0
1053902,2011,47000,1,15000,0
1053917,2011,120000,2,30000,2815.31
1054000,2011,50000,1,12000,0
1053997,2011,39000,1,1200,0
1050827,2011,26976,1,9000,0
1053837,2011,50000,1,12000,0
1053966,2011,30000,1,5000,0
1053868,2011,45000,1,10400,0
1044599,2011,72000,1,30000,0
1033775,2011,103000,2,7200,0
1051404,2011,57700,1,3500,0
1053817,2011,52470,1,19500,0
1047639,2011,49200,1,6350,0
1053702,2011,90000,1,15000,6183.34
1053711,2011,80000,1,10000,0
1053718,2011,72000,1,8400,271.02
1052689,2011,90000,1,12000,0
1053500,2011,47840,1,22750,2479.33
1053783,2011,100000,1,20000,0
1053767,2011,58000,1,8875,0
1051349,2011,17000,1,5000,252.17
1053656,2011,45000,1,11200,0
1053555,2011,90000,1,4000,0
1053652,2011,75000,1,15000,0
1053648,2011,30000,1,14750,0
1047771,2011,125000,2,15000,0
1053382,2011,45000,1,2500,0
1053539,2011,26400,1,13475,0
1053529,2011,35000,1,14000,18.72
1053621,2011,16800,1,6625,0
1053617,2011,45000,1,10000,0
1053583,2011,45000,1,12000,0
1053591,2011,87000,1,20000,0
1053430,2011,85000,1,14000,0
1053569,2011,84500,1,35000,0
1053576,2011,45000,1,4800,0
1053441,2011,57000,1,12875,0
1053445,2011,30108,1,1400,94.11
1053325,2011,72000,1,22000,0
1053312,2011,53000,1,12000,0
1053415,2011,25600,1,9000,0
1050309,2011,66000,1,12000,0
1053411,2011,57000,1,17000,0
1053319,2011,55000,1,18000,0
1052586,2011,33000,1,2000,0
1053401,2011,80000,1,8000,0
1053390,2011,32000,1,10000,0
1053374,2011,35000,1,6900,0
1053142,2011,44720,1,6000,0
1053309,2011,170000,2,13000,0
1053301,2011,50000,1,18650,0
1051079,2011,43080,1,2400,96.33
1053157,2011,60000,1,8000,0
1053289,2011,50000,1,25975,0
1053280,2011,32500,1,5000,0
1053117,2011,24960,1,12500,0
1051961,2011,42000,1,20000,0
1045133,2011,50000,1,4800,0
1053270,2011,55000,1,30000,0
1053115,2011,93500,1,25000,0
1053257,2011,20000,1,9250,0
1053251,2011,72000,1,2400,0
1052446,2011,75000,1,12000,0
1048070,2011,70000,1,3000,0
1053094,2011,40000,1,12000,0
1053092,2011,30000,1,10000,0
1053090,2011,26400,1,10000,494
1032261,2011,65000,1,20000,0
1053074,2011,70000,1,16000,0
1053217,2011,68000,1,22800,3757.29
1053061,2011,52000,1,18000,0
1050139,2011,39600,1,3500,0
1053045,2011,62400,1,20000,0
1053041,2011,18000,1,3000,144.2
1053018,2011,50000,1,27300,0
1052950,2011,29323,1,12250,0
1052979,2011,140000,2,20000,0
1052924,2011,20000,1,4350,0
1052725,2011,47000,1,21200,0
1052871,2011,45000,1,2700,0
1052717,2011,50000,1,8000,0
1052731,2011,48000,1,6000,0
1052848,2011,66000,1,7000,0
1052817,2011,42000,1,7000,0
1052681,2011,19200,1,6025,0
1052670,2011,61284,1,15000,0
1052830,2011,140000,2,18000,0
1052789,2011,39624,1,20250,0
1052795,2011,26000,1,3825,0
1052809,2011,48000,1,10000,0
1052144,2011,26500,1,6000,0
1052800,2011,39990,1,2400,0
1052258,2011,45000,1,7200,0
1052625,2011,38000,1,14000,0
1052616,2011,51008,1,8400,0
1052601,2011,95000,1,13000,0
1052607,2011,35000,1,4200,204.29
1052357,2011,35000,1,20000,0
1052548,2011,50000,1,7000,670.35
1052516,2011,37500,1,13250,0
1052545,2011,32000,1,3600,545.34
1052477,2011,27840,1,14000,657.78
1052358,2011,24000,1,6000,0
1052329,2011,45000,1,9000,0
1052333,2011,73600,1,15000,0
1052327,2011,77000,1,10000,0
1052510,2011,40000,1,9000,0
1052485,2011,22000,1,5325,0
1051899,2011,75000,1,12000,0
1052295,2011,35000,1,14000,572.85
1052469,2011,50000,1,20000,311.89
1052225,2011,50000,1,16000,0
1052257,2011,68750,1,35000,0
1052247,2011,71200,1,11000,0
1052196,2011,47000,1,5000,0
1052169,2011,50000,1,20000,0
1051548,2011,71000,1,35000,0
1052218,2011,100000,1,12000,0
1052397,2011,60000,1,12000,0
1052195,2011,40000,1,14150,0
1049945,2011,55000,1,4000,0
1052181,2011,33280,1,12000,0
1052394,2011,42000,1,6000,0
1052387,2011,75600,1,17000,0
1052184,2011,44500,1,15000,0
1052168,2011,99996,1,4200,299.9
1052379,2011,47760,1,15000,0
1043109,2011,50000,1,18000,0
1052376,2011,49200,1,19000,1416.83
1052094,2011,145000,2,30000,0
1049941,2011,264000,3,35000,0
1052155,2011,51000,1,16000,0
1051809,2011,48000,1,4000,0
1035508,2011,67000,1,7000,0
1052133,2011,42000,1,12000,0
1042417,2011,45000,1,12000,0
1050460,2011,29004,1,7000,0
1052102,2011,60000,1,10000,13.24
1031816,2011,30000,1,1600,0
1052071,2011,52000,1,17200,0
1034572,2011,45000,1,12000,0
1052063,2011,55000,1,7200,0
1052061,2011,70000,1,12000,0
1050697,2011,50000,1,5000,0
1051869,2011,56000,1,27300,0
1049803,2011,65000,1,8200,0
1050893,2011,26000,1,6000,0
1048558,2011,99000,1,8000,0
1023228,2011,210000,3,20000,0
1052008,2011,56004,1,10400,0
1051662,2011,37008,1,3600,0
1052012,2011,65000,1,5000,0
1051845,2011,140000,2,8000,0
1051998,2011,120000,2,16000,0
1047748,2011,115000,2,35000,0
1051764,2011,30000,1,5000,253.38
1032942,2011,52000,1,12000,0
1051720,2011,27000,1,2800,0
1051709,2011,39996,1,12000,0
1051710,2011,54000,1,4000,114.03
1050684,2011,23000,1,7000,0
1011422,2011,35000,1,5600,0
1051694,2011,95000,1,12000,11.44
1051513,2011,45000,1,18975,0
1051506,2011,138000,2,5000,0
1051652,2011,68500,1,12000,0
1048949,2011,78000,1,35000,0
1051502,2011,31000,1,5500,0
1051488,2011,75000,1,6500,0
1051492,2011,63000,1,12000,0
1018387,2011,76000,1,12000,0
1051410,2011,42000,1,4000,0
1051470,2011,76000,1,1000,0
1042904,2011,54996,1,25000,0
1051458,2011,28944,1,9000,0
1046355,2011,35000,1,8575,0
1051570,2011,38000,1,5400,0
1051447,2011,72000,1,10000,0
1051442,2011,32000,1,6000,190.67
1051433,2011,33000,1,10000,0
1051609,2011,44420,1,2575,109.72
1051409,2011,38400,1,10000,0
1051591,2011,60000,1,8000,272.13
1051412,2011,45000,1,12000,0
1051586,2011,79768,1,12000,0
1051063,2011,80000,1,10000,0
1051355,2011,39168,1,6000,256.34
1051159,2011,86000,1,12600,0
1051328,2011,37200,1,10000,0
1041216,2011,52000,1,14000,18.2
1051152,2011,62400,1,5000,0
1051341,2011,60000,1,10000,0
1051151,2011,100000,1,15000,0
1051325,2011,29000,1,6000,0
1051321,2011,83004,1,5450,0
1047098,2011,57700,1,13500,0
1051124,2011,45000,1,20000,1006.13
1050137,2011,46008,1,3000,0
1051297,2011,40000,1,5000,0
1051094,2011,96000,1,7000,0
1048624,2011,49000,1,16000,0
1047379,2011,90000,1,3800,0
1042854,2011,110000,2,28000,0
1051048,2011,77000,1,15000,0
1051236,2011,82000,1,6000,0
1051225,2011,31200,1,4000,0
988714,2011,62400,1,15000,0
1051204,2011,60000,1,7500,0
1051011,2011,48000,1,12000,0
1051020,2011,43000,1,2125,0
1050995,2011,76000,1,25000,0
1051186,2011,50000,1,7200,334.08
1051000,2011,200000,2,10000,0
1051194,2011,52000,1,7000,0
1050758,2011,65000,1,14000,0
1047014,2011,170000,2,6000,0
1050978,2011,68000,1,8000,0
1050977,2011,70000,1,3000,0
1045401,2011,45000,1,22000,0
1050965,2011,52000,1,10000,0
1050921,2011,42000,1,5000,178.04
1050962,2011,90000,1,6000,0
1050934,2011,36500,1,5500,251.68
1050914,2011,38000,1,6000,0
1050926,2011,56000,1,10000,0
1050726,2011,45000,1,5000,0
1050920,2011,32535,1,4000,0
1047216,2011,70000,1,8000,0
1050905,2011,39996,1,6000,266.5
1024083,2011,98000,1,12000,0
1050657,2011,57000,1,9500,0
1015745,2011,100000,1,15600,0
1050706,2011,42910,1,10000,0
1050681,2011,54000,1,12000,0
1050886,2011,40000,1,10000,0
1050656,2011,80000,1,25000,0
1039409,2011,28800,1,5300,0
1040288,2011,70000,1,8000,0
1050833,2011,27600,1,1000,0
1050642,2011,62352,1,3800,0
1050244,2011,60000,1,20000,0
1050591,2011,60000,1,4200,0
1050340,2011,70000,1,3500,0
1050143,2011,45000,1,6000,295.97
1046516,2011,160000,2,15000,0
1050329,2011,525000,3,30000,985.64
1050245,2011,92000,1,18000,0
1050454,2011,35000,1,10000,0
1050287,2011,38000,1,6500,0
1050278,2011,87500,1,25000,0
929732,2011,31000,1,15000,1566.03
1048310,2011,55000,1,22000,0
1050229,2011,42000,1,9600,451.83
1050256,2011,65000,1,14650,0
1046358,2011,43000,1,11250,0
1050226,2011,180000,2,31000,0
1050377,2011,100000,1,14000,0
1050213,2011,24600,1,9000,0
1050195,2011,45000,1,6500,0
1050212,2011,55000,1,16500,0
1047954,2011,89000,1,14000,0
1041019,2011,75000,1,25000,0
1035743,2011,30000,1,5600,0
1050177,2011,38000,1,10000,0
1050062,2011,70000,1,25000,0
1049936,2011,35000,1,5000,0
1050080,2011,60000,1,3600,10.29
1049924,2011,52000,1,10800,0
1041299,2011,49200,1,4800,0
1050056,2011,46440,1,6075,0
1050039,2011,42000,1,9600,0
1049899,2011,107800,2,5200,0
1050042,2011,22000,1,11000,0
1049982,2011,160000,2,35000,0
1050007,2011,65500,1,11000,0
1050014,2011,78586,1,20500,0
1049998,2011,67200,1,15000,0
1033731,2011,38424,1,8475,115.58
1049844,2011,40000,1,9250,0
1049969,2011,36000,1,6000,0
1049832,2011,29280,1,9400,0
1049278,2011,64000,1,5000,0
1049802,2011,63945,1,3500,0
1038531,2011,27600,1,7500,0
1045712,2011,19800,1,3625,0
1049691,2011,47000,1,4000,0
1049524,2011,50000,1,18825,0
1049675,2011,17500,1,5500,0
1049079,2011,75000,1,31300,0
1049522,2011,49000,1,26000,29.9
1031978,2011,41000,1,12000,0
1038425,2011,30000,1,4250,0
1049647,2011,50000,1,6000,0
1049632,2011,63000,1,18000,0
1038880,2011,56500,1,20000,0
1048647,2011,14400,1,3250,0
1036964,2011,75000,1,22000,0
1049033,2011,62400,1,8000,0
1049595,2011,61500,1,12650,0
1049353,2011,33000,1,8875,0
1049409,2011,112000,2,20000,0
1047885,2011,40406,1,20000,0
1049360,2011,78000,1,27600,0
1049562,2011,45600,1,23000,1120.24
1047388,2011,55000,1,20000,0
1006779,2011,68004,1,15000,0
1009907,2011,132000,2,18000,0
1049393,2011,42000,1,12000,0
1049124,2011,50364,1,6000,0
1049310,2011,57200,1,7500,0
1049385,2011,60000,1,10000,0
1049279,2011,120000,2,35000,0
1049276,2011,74004,1,12000,0
1049157,2011,72000,1,13150,0
1049271,2011,60000,1,1200,0
1049134,2011,19800,1,5000,0
1049201,2011,35004,1,12000,2289.81
1047384,2011,65000,1,20000,0
1049128,2011,48000,1,4300,0
1048372,2011,19200,1,5375,0
1049225,2011,50000,1,2200,85.43
1049226,2011,88000,1,28000,0
1049215,2011,32000,1,5300,0
1048862,2011,42500,1,7500,0
1049214,2011,74000,1,12600,0
1048132,2011,39000,1,9250,0
1042765,2011,33000,1,7000,0
1046668,2011,65000,1,20000,0
1026422,2011,150000,2,24000,1226.97
1049180,2011,32400,1,10275,0
1048423,2011,70000,1,10000,0
1044695,2011,46200,1,24250,0
1047400,2011,83000,1,12000,0
1048917,2011,65000,1,12000,0
1049026,2011,37000,1,7400,0
1048941,2011,60000,1,12000,0
1044354,2011,60000,1,10000,0
1048931,2011,45000,1,13200,0
1048930,2011,48500,1,10000,0
1048911,2011,68000,1,20000,0
1048906,2011,94992,1,20400,0
1048881,2011,55000,1,7500,0
1048887,2011,73174,1,23600,21810.31
1049007,2011,90000,1,13000,0
1048813,2011,60000,1,25000,0
1042785,2011,12000,1,3000,0
1048987,2011,60000,1,10000,0
1048874,2011,54600,1,12000,0
1048877,2011,30000,1,4800,0
1048337,2011,75000,1,15000,0
1048835,2011,115000,2,24000,0
1048982,2011,150000,2,20000,0
1048016,2011,60000,1,25000,1985.89
1048797,2011,81996,1,3000,0
1047552,2011,38400,1,7875,0
1048806,2011,75000,1,35000,0
1048550,2011,39600,1,10000,0
1048800,2011,43000,1,5600,0
1048395,2011,49200,1,21000,0
1048535,2011,45000,1,12300,274.71
1048519,2011,65000,1,6000,0
1032109,2011,45000,1,14550,0
1047889,2011,122000,2,25600,0
1048727,2011,93000,1,22000,0
1047357,2011,96000,1,35000,13377.81
1048710,2011,45996,1,7000,368.08
1037219,2011,59000,1,9000,0
1048475,2011,48000,1,8000,0
1048692,2011,48500,1,6500,0
1048690,2011,36000,1,4000,0
1048681,2011,47000,1,14000,0
1048666,2011,33000,1,7000,0
1048307,2011,48000,1,15000,0
1048110,2011,24000,1,9925,0
1048659,2011,28000,1,15850,1616.47
1047727,2011,33099,1,9000,0
1048435,2011,39456,1,1325,0
1048621,2011,65000,1,35000,0
1048407,2011,30000,1,6000,0
1048161,2011,135000,2,15000,0
1048051,2011,60000,1,35000,1832.08
1048392,2011,64000,1,10000,0
1048140,2011,35004,1,3000,0
1048572,2011,34000,1,12000,400.7
1048336,2011,55000,1,6325,0
1048151,2011,79992,1,10000,0
1048362,2011,65000,1,12000,0
1047906,2011,12000,1,4000,0
1048315,2011,97296,1,6500,0
1048083,2011,58500,1,29700,12.73
