id,City ,SubscriptionFee,SubscriptionType
945a4e15-e0f4-4503-a1cd-e9dcc0387b07,Lubāna,268.36,Monthly
fcebad00-545e-4336-9e91-cdfffd947273,Torino,182.02,Weekly
730202f5-fb77-4335-8128-a4d3ca4e0861,Xinfa,612.83,Yearly
4d194a52-7f8e-4bb3-97c6-f5c65be40807,Myingyan,716.74,Weekly
48f50699-f738-42dc-8b8b-5fdbed5243a0,Dourbali,202.89,Weekly
ae41aae3-0d29-48a0-9c76-e32f1ddb5281,Xianan,429.46,Yearly
d270a36b-4a86-421f-bacf-b2e62e3174fb,Maripa,549.03,Yearly
88599253-dbe8-47b4-844e-972b736d1fea,San Ramón,525.68,Once
fa262b3e-aedc-44b8-9db2-a968b2991df3,Kildare,371.19,Once
388b11ad-e5f8-464e-9e47-d8bfcce0ee2d,Ferreira do Zêzere,370.05,Monthly
765dadab-638b-4112-90c7-fe2639f4d88b,Itabaianinha,401.89,Yearly
2b577cdb-769d-4315-81d8-aec63b613548,Dřiteň,615.55,Weekly
7dd35510-3ae7-4e2a-a342-9b8ff2b48e82,Tomohon,729.71,Yearly
ba591b3f-bb76-42c2-a741-9711031f14e4,Ayotupas,255.67,Monthly
8f9769ba-ebb8-4f76-9a2e-7bdc46446302,Ganhe,572.53,Yearly
858c6e00-b912-4952-be28-5335660b7f71,Luba,347.89,Yearly
ce5f7ad8-1088-4097-9737-fa10f4ab5af6,Zharkent,157.85,Yearly
4dc7a90a-f1c9-4fea-b895-fbb10fd79951,Lamía,439.14,Once
0b2b7541-2256-49cf-be57-509f5e8552c7,Punta Arenas,693.3,Yearly
d34a9c82-4d17-4c92-9db3-475d97c14dc9,Sandviken,185.03,Yearly
b3e4f906-641e-4e1a-874f-e817e9825bd6,København,369.34,Yearly
4b187264-508f-4b81-91c3-410f52fd9476,Shuangquan,361.9,Yearly
f40a967e-04f3-4a66-80df-ab168cfb5fdf,San Jerónimo,157.06,Yearly
bcaffbd0-6eed-426d-aeb4-cdecfe604a4d,Taquara,509.21,Monthly
c2267cac-367f-448b-b549-5d75b7306f2c,Carpenter,437.06,Weekly
449bbb5f-eb3d-4871-879f-90685a78fef7,Sierakowice,445.89,Yearly
2bbe32c8-b9b2-4a95-8512-c80a90b12729,Independencia,247.4,Monthly
045b086e-979b-4377-adc0-e77f1e9f6d15,Limanancong,337.97,Once
e5c7780a-10f6-4fae-b6e6-6be480734a62,Caála,315.5,Monthly
8ddc74fb-df36-46d6-b661-d02f47b077a7,Quevedo,519.29,Weekly
59eb000e-4f3f-4c0c-9b27-e1ae1a5bb2e8,Nampera,465.62,Weekly
c2915890-6e6a-40e4-ae09-21d5e2284a99,Duzhou,701.69,Weekly
53e26a18-8b7b-4140-905e-8f6acf652fff,Wielgie,350.5,Monthly
77ed03c1-92cf-44c9-8e7e-8c90361b0b3b,Sayyān,568.15,Yearly
74dd26c0-a1fc-44ba-b330-dbbf1d6ebcb1,Chengkan,609.71,Monthly
38f42331-87c1-4d72-bc31-1ea62422e382,Kratovo,176.77,Monthly
56867776-c261-4872-b78e-ed4ea7ad53b6,Himeville,187.9,Monthly
9f3fbddd-e0a5-41f7-91b8-feefbb50f815,Woja,498.2,Monthly
5eb39cf1-6d56-4aab-be94-846e51658245,Enshi,176.95,Weekly
4268fcdf-d82f-45c8-a62e-49416d573b74,Dengjia,193.59,Weekly
a1895c67-2304-4039-a9e7-9f4f42d6471b,Zhifang,570.44,Weekly
5546d0a9-6f47-4695-82bf-27e69b0dc215,Sviadnov,592.34,Yearly
761d0525-d73e-4703-924d-f85d41abd6de,Karangboyo,218.51,Weekly
605761e4-a7fc-428c-b459-564d83385597,At-Bashi,407.2,Yearly
2e18c88b-2ef0-4755-8df0-5a02cb7ffb5d,Trollhättan,322.1,Monthly
f437d188-2c28-4dcb-a34e-6ea15cfff3f8,Nangabere,347.57,Yearly
1ce71172-200d-4250-9b2d-8f0da0277f68,Zhougang,445.28,Monthly
033597fd-87ac-4824-a710-74cd0313f484,Shiqiao,608.46,Weekly
2fb84f4f-e9ae-41ab-a486-5884e174a2cf,Latung,456.34,Weekly
4b4553ee-f921-495f-869f-9b688fd591b3,Obninsk,216.41,Once
972f3ab8-28dc-45ce-8c7c-2f936dd0b931,Nakkila,426.5,Once
0eb82e1f-80af-4be3-b7b0-f49e2d07638c,Turmi,169.48,Once
281c347f-da55-49ee-aaa9-94a053cea167,Paipu,382.13,Weekly
c0f54647-9de1-44b1-8469-944b81530208,Río Sereno,637.51,Yearly
6c4e4c84-4af7-41a7-815f-44d6962d8e5f,Sailaitang,661.27,Weekly
a12f4ee5-1532-4b82-a472-4388949c5629,Norrköping,315.6,Monthly
52f5f458-4755-4075-8bdd-3818fb29a46e,Cojata,512.15,Monthly
d2cd5382-e7bd-404a-8a34-61e388f26998,La Courneuve,298.52,Yearly
dab4be96-6212-4d99-9697-58b84155e9e0,Seaton,490.11,Yearly
63a2e478-e356-4ea0-977e-6a5812998b58,Köln,657.23,Once
2e834ae6-4fe3-4a75-bacc-e71bef786a7c,Samajie Ewenkeminzu,330.03,Yearly
fc24df61-cecc-48aa-8e41-3a93fee28f9b,Eguia,187.93,Once
1e53e6b9-5779-4540-80fb-f2fe4e1eed8e,Bouillon,272.21,Once
e749d054-aeeb-442b-8b29-7b968aaf372b,Esmeraldas,217.86,Yearly
f1c3fe24-670f-48f0-8413-84dbd9149a28,Kaduy,219.85,Once
01ddc656-3240-4a7d-af64-1ba83c88baa4,Rozwadza,497.06,Once
6748fe20-d09f-4ac5-af5e-09fdcd27484c,Taiping,367.68,Yearly
62fd50d7-1f30-46ce-85b5-c151db3e36e3,Lambton Shores,509.54,Weekly
5701939b-7c6f-4ffe-ba0b-0da81f6f32d8,Pancoran,200.91,Monthly
412319ff-5f6e-4a24-a5b5-302474675940,Wuda,377.8,Weekly
8511b163-5602-4382-af10-84f5c9947560,Kabulusan,628.14,Weekly
7375e0ba-a9b4-428d-949a-fa330ecc6dce,Hägersten,408.71,Monthly
416f10b9-e138-4ba6-8ee6-d4d95abe200a,Šilheřovice,674.54,Once
856804d8-839e-4bc5-b6a9-9c0e8ef2711c,Gunungpeundeuy,172.72,Once
299e1a0e-f37c-46cb-924b-626bcfea711b,Grevená,587.35,Yearly
cd64ec01-6ec3-45d9-85b3-8884ba0cd9ab,Tomar,665.89,Once
8dc2c8ea-76b4-4b89-90e1-8f15addc75f0,Devon,403.21,Weekly
02b929b2-bae7-4999-acc5-a68a59f51294,As Sūq al Jadīd,672.92,Yearly
9e88313e-6566-4471-a583-412125344adf,Malamig,238.65,Once
38ea2cc7-3b67-494a-9309-7ce107e1ecc7,Zinder,591.88,Weekly
a2f88a9c-837c-4569-b2f8-112d6d703a2a,Pivijay,643.99,Yearly
40e2ec2c-b4be-4d72-ae66-0e86f6bf6b99,Villanueva,207.09,Monthly
bcea6f10-c60a-47ac-b852-d422bd67d4e9,Västerås,576.69,Yearly
2c79e190-5dcb-4d00-ab62-73eaa27c8ab9,Tétouan,589.16,Once
ae9d8e7a-6a20-4fe1-803f-d1cd47bf1711,Dhamār,357.51,Weekly
da008eb7-7ac0-4dca-b70b-69d0652bb3c1,Duba,447.57,Monthly
62671037-7954-4f24-a066-956896ac4f90,Wuhu,340.66,Once
a99c571a-2043-42ea-96c6-805f67e67bc2,Pingtan,561.56,Once
da14104c-432d-4ed8-825d-e4d4ea5df566,Nouâdhibou,179.1,Yearly
6de4d94a-f7fb-496f-884e-e61552de2191,Áno Kómi,549.53,Once
a07f6c4e-0a9f-46cc-aa43-d5aff30d6e28,Pining,330.52,Once
92a117b6-ae3d-4fe0-8f77-8635142fcb7a,Đống Đa,603.78,Yearly
80b488bd-739e-46d6-bd95-e0311ed90d2f,Bacnor East,360.49,Once
86ac9fcc-bf79-4de0-bfbe-b52ff8e2a03f,Banyupoh,336.3,Once
f7d833d1-3430-4715-8701-dcf9a78145d2,Wilamowice,721.43,Yearly
30da181b-0512-4e28-ac42-045ce40f62a8,Wanmao,329.65,Weekly
3a14b9a9-3652-4ac9-84cb-6e4e47bbbed2,Musan-ŭp,713.95,Weekly
2eb03775-9abb-463e-a094-795568509f0d,Songjiang,303.15,Once
9ed2a1ab-57a4-494d-8d5c-63fa9af672e2,Palestina,590,Monthly
6f2e229f-f6ac-4b9b-97a8-03cb54c05a43,Ciomas,601.13,Once
a11d202a-ade0-45ea-bb90-73753dd34c1f,Concepción del Uruguay,256.04,Weekly
47094299-9c26-4202-a039-55e7230fbbbc,Västervik,290.03,Yearly
08fdac65-f86b-495e-b16e-6a698cd57417,Amirabad,354.76,Monthly
4f3a2808-f6fc-485a-8df4-09060fd86205,Sultan Kudarat,175.46,Yearly
1cb10a8b-fe06-4907-a3a0-282d2bd1180d,Jaffna,473.07,Monthly
1641e2ec-ce81-4ec1-98e4-eb9340f0c87f,Caticugan,374.17,Yearly
0420511b-f7ac-421f-bdcd-c77666d7ec41,Katoro,494.43,Monthly
7fb4e7e9-ebe4-47f4-bb7b-65c2038de82a,Várzea da Serra,303.55,Weekly
a8ff273c-9101-4a6e-a654-6b747d378db9,Kaolinovo,669.12,Weekly
631310fb-c5c0-4808-8546-77336c81c45d,Dvorovi,433.19,Monthly
adae5381-96cd-49a5-a8f1-7135233edcbc,Majayjay,204.14,Once
84a5f862-4efc-4f59-9330-4871b0dc7d28,Acharnés,223.41,Monthly
0f5891f2-a4e5-43f9-bf0d-1474ba05fe62,Constanza,290.59,Yearly
d22f5fa3-ba70-4555-9d33-a488f18367ca,Szubin,491.92,Once
351d0ca2-94db-4d32-a58f-743be964e5e6,Obryte,647.13,Monthly
1b533179-0c7e-4d4e-bdd6-bd654b53cfaa,Pérama,485.64,Monthly
212f3403-363a-4409-a802-1d7683d34eae,Zouma,613.54,Yearly
13ffd200-ea2a-443a-b723-8a6fe87df19a,Matadi,489.81,Monthly
7b00ea60-1bc7-4184-9276-42ae2dcce29b,Charlotte,466.3,Yearly
76aeb69a-c28f-4214-bac0-3703ae7f728d,Jixing,347.16,Weekly
25a3bd47-c211-4b44-9c04-81c70bae8699,Bilaran,206.96,Once
efd7d26b-2671-4e00-8f44-1ae78e480dbb,Santa María del Real,313.07,Monthly
803f97d9-497d-4aa0-8855-ec4410c854c5,Wangcun,333.55,Once
9575e7f0-8108-4178-b755-79fd2c65c3e6,Jastrebarsko,533.69,Yearly
a2667577-5bae-459b-b70f-52b5556b90a7,Tytuvėnėliai,489.2,Once
cf24cf13-e965-4a07-9a2f-751605cc369a,Kalvola,512.64,Once
9f6946fa-7976-4404-bbdf-b4f34b3c8188,Rabat,396.13,Once
d2719514-7f5b-44d5-9643-c8e5e3075680,San Juan,625.32,Weekly
7373af9f-43bd-4be4-9949-08a39cdd566b,Christiana,412.96,Monthly
7fd8458c-45ea-4632-a4f8-39f633a4c613,Čair,279.67,Yearly
ae5301c6-b9ae-40ee-b6e7-ea2237658405,Energetik,696.69,Monthly
d8e79495-9025-4d43-a8e0-ab778c765b8d,Bromma,588.01,Monthly
4d3c8677-46a9-4515-a6bb-d59e5ea3919b,Babakan Baru,290.62,Yearly
9ba02d37-e8e7-4ed3-9929-1624abdb69cb,Dongjiahe,475.7,Monthly
5dcc50cb-39ed-43d4-b23a-e2cbbf3e2416,Issoire,482.78,Weekly
6d5b9d82-55fe-46f4-a437-89ec7bdd3bc2,Bau,562.83,Once
d62d8ef5-e94e-4340-94f6-963f374c3410,Karlstad,239.65,Monthly
86a42e41-490f-44ee-9788-042762c5bd64,Lapaz,680.09,Monthly
52fa5d52-3f4f-44d2-ab0f-7cc20366c396,Nowosielce,228.72,Weekly
180405c7-646e-4850-9ac7-bf03bf0f0979,Zhen’an,481.58,Monthly
7603e81b-563b-4449-b323-335a9d7c2c93,Luftinjë,312.56,Monthly
79f5e1b0-5c59-4b14-98b1-c6d18d8c8caa,Morón,182.87,Yearly
6bce8bed-0331-4e38-8223-2ddca4a70088,Léchovo,443.12,Yearly
4162a405-869b-414d-bb99-e2143a5d8d48,Neuquén,481.09,Weekly
dc39553f-f34b-4512-a603-9bd5a4157af6,Aparecida de Goiânia,425.24,Weekly
f0beb894-6143-42cc-ba49-d8590a195c22,Drammen,565.98,Once
e1ffbcad-09a0-44e9-b63c-92e13b07d3aa,Bangker,524.04,Once
176ec18f-463a-4668-8dfe-226032e65bc7,Madjeouéni,605.72,Yearly
ac326984-1350-448b-97f9-dfd6c5fb3ece,Nikísiani,561.8,Once
8ec93529-563d-408f-90ab-22a003cfc4aa,Buenos Aires,533.28,Once
7e0a9532-d5c8-40c0-aedb-54dab566abf7,Goyang-si,631.03,Once
687e49b9-667b-4773-b39e-00df685cee57,Tuburan,466.25,Yearly
57df2d3d-202e-4a90-a878-a5690bb422f0,Ovidiopol’,738.19,Weekly
6f34a083-53aa-4e0b-bb64-30f47135e6cd,Pulo,224.29,Weekly
1e16bf82-8a9d-43bc-96d7-636574dcb6ee,,239.74,Once
2403632f-b766-4404-821d-2d6fa3cf806d,Samdrup Jongkhar,213.57,Monthly
a458cbe8-4dcd-489c-aa3a-30641468fc64,Volodymyr-Volyns’kyy,728.31,Once
a307c85b-4fd6-42ec-9963-ea852457bfd0,Huangbu,436.19,Weekly
28749a8c-29d3-4a28-9cfc-38005ef78920,Jinping,675.22,Once
77f36eda-19fe-40e5-80ad-e550dd9d95ec,Libuganon,596.5,Yearly
12078d6c-7219-4210-8377-fda09d444b7f,Basco,552.41,Yearly
fe42314d-44d6-4d9e-aae8-f1dcaaed6e32,Dongshi,592.63,Once
b771ded6-ad55-4523-adb7-4abe971b6f8d,Horní Počaply,157.54,Weekly
445acdff-7e22-4b91-b096-baad1c9e09a5,Hullo,330.76,Yearly
035d8e2f-92d2-427c-978f-db8b172e9cd3,Issoudun,665.52,Yearly
23314a76-5c7d-4aaa-8d5a-138ebad7baae,Koh Tao,480.82,Monthly
fbe65844-9c24-48fd-8da3-d8044e32d6bf,,347.07,Monthly
6bfd90ff-897d-41bb-b1b1-a5594ce4d179,Radzanów,280.31,Once
8d11001c-bb6c-42ba-82f0-9f04c9dc7105,Babakansalam,691.94,Yearly
71f8e484-95fd-4b51-91dd-0eb30e62fe63,Ya’ergenchu,593.17,Weekly
9fa2838b-d466-4ace-8873-d0413c264012,General Elizardo Aquino,237.57,Yearly
de2de24b-5841-4b41-800b-1532404ff086,Carvalhal Redondo,382.54,Weekly
230585f3-e832-4e28-8600-f2db47dfc29a,Heichengzi,171.83,Monthly
f6e76204-4533-4c37-855a-ec83c7c4a510,Oklahoma City,353.93,Monthly
8056148f-1f5b-43ad-a26c-f4d2ac35a220,Buerarema,164.48,Weekly
c4e66347-292d-4809-b62a-afbc0a88d544,Enskede,676.4,Monthly
e9a0a6d9-fd0f-4090-8ef4-aa075e56988a,Cuauhtemoc,505.64,Monthly
780eb960-846d-41b4-ad56-79fcd0f87e8d,Wonokerto,185.41,Once
be5428e8-67b1-4a3f-9ebc-b18ab6d50e98,Seto,739.79,Yearly
f9ae758c-c32d-430b-9aab-31a5103ee2f8,Roczyny,451.29,Monthly
299c6af2-6f5e-4782-8350-2c2a2c0ba795,Cincinnati,632.33,Weekly
01a49f0d-f183-4bea-a99b-2ea18b851da4,Rejoso,466.59,Monthly
56f50462-9926-47c0-b015-255e11940ceb,,315.91,Once
c52ed196-b0cb-40b9-97e9-ff1236af0497,Tieling,588.18,Weekly
a7f42651-cfec-4c8c-97a2-ed37756416f4,Chiguirip,389.11,Monthly
0a90e33c-6bfe-4b4a-bcdf-c355f35bccfb,Aubagne,659.01,Monthly
b93bdab4-fe04-416c-8d7e-4c410af1c3af,Welisara,175.54,Weekly
cf0d16ac-9e18-487f-91f8-8ee03c863f6c,Xushan,535.59,Yearly
acfcc49c-3f8f-4276-bb00-7b70d6e64131,Jdaidet el Matn,155.49,Once
57476295-f0a6-4bf3-a74f-c7632a56e872,Fusagasuga,488.23,Yearly
d68c4933-97fa-4fb7-8c4e-793322f41c4c,Bang Racham,709.3,Once
09b3209d-d5ef-49a7-8ce4-6c5d1c15b5dc,Al ‘Anān,590.05,Monthly
2c1e35b4-8282-460c-a4d5-7413cd78fd02,København,394.69,Once
4a198227-25ee-4489-8a08-353bd1f88bcf,Glazov,529.56,Monthly
a3462911-a359-48a7-8592-b7c021d6109e,Kaulon,279.54,Weekly
9d48a652-43cf-41a3-b406-97a198f9a414,Ningmute,698.44,Once
ff7d39b6-b51f-4b09-ba22-bf31f1d05907,Mbandjok,346.52,Once
937de473-6b47-432e-ba2f-444f1273607c,Synya,412.76,Yearly
9db1f25f-0c34-4b69-9a23-1aa4f78131e3,Hoeryŏng,746.01,Yearly
0db105de-8855-42b2-bd49-69eab559a1eb,Andovoranto,369.6,Monthly
03161c2f-4f47-4bfd-a4ff-cd364fdb6129,Zhengji,699.14,Monthly
470f3458-3e3c-408a-ae2e-888b43a7a67f,Shibi,621.98,Yearly
159fa6f9-a002-41c5-95d2-32c4e5b74521,Batawa,696.52,Once
cc35b52c-01ae-48d8-b95c-605826b5e324,Kan,564.31,Once
9c0c707d-be2b-402e-990c-c7cb585b7a81,Gaza,337.29,Monthly
a123c563-67fe-42a9-9758-e578acef4e6b,Kortowo,740.77,Monthly
f4ea9613-2438-4b38-8d50-5bdf6cd89f01,Tengqiao,555.69,Yearly
ee092b8f-fcf1-4e25-9c74-3174d9f4d18d,Yangba,321.76,Monthly
6423d872-7acd-4a05-9d39-dbd414dded9d,Tairua,571.98,Monthly
3ddba5f7-b5b6-427a-b214-d2d8bc90acaf,Stockholm,450.8,Yearly
e9b83b41-52c4-4836-852a-c8f7a35a1e3f,Bielice,526.62,Monthly
851080fa-277a-4419-a627-22d32672311a,Barra do Piraí,646.02,Yearly
ba2e4751-f798-4315-8b56-13d392307e55,Pyšely,278.29,Monthly
80dd3ed9-7e69-4e62-a336-93325ff8fe93,Lumbardhi,533.05,Weekly
066e3c24-667a-421c-913e-77d17936469e,Nyköping,435.49,Monthly
71bfc912-04ff-40a0-816c-4e94a8601ae2,Terny,506.59,Monthly
fec35e45-21fe-41ac-9758-25fec3b398ec,Puncakbaru,677.58,Once
27c3b332-8b55-4e40-a334-a5ce373de156,Comrat,324.33,Monthly
b54fa9e0-fee4-4e9e-a461-e54363a33077,Jetak,471.82,Monthly
517dcdaa-96d7-4c6d-a490-af5ad80f50f4,Sukamaju,385.34,Monthly
08e8869a-3dbb-4863-9b6d-24771ee3227b,Quiriquire,519.63,Weekly
e4f61d56-fcac-4836-9792-1f51873dad82,Obsza,217.14,Monthly
42b83c45-9631-4d51-9b88-2573b7b07e4d,Ajaccio,365.88,Yearly
b8c59104-deba-4158-97c5-5a21d052e93c,La Bélgica,652.27,Yearly
c7902c30-a14a-43cc-ac28-1cfe8ad50591,Chavão,724.82,Once
8d16743f-2531-4c08-8f1d-3597b611482f,Shilin,594.42,Weekly
0197e64e-a1c7-47d2-b6d7-2c970e2b91c7,Tomioka,680,Weekly
7a49c1d9-9ecc-41fc-8c17-f4e862fc6188,Nyala,394.85,Weekly
29c72856-c0fb-4418-be4c-c355d25d2bdb,Budapest,210.48,Once
547c3d4b-ae34-40a9-820b-83bb92166fe5,Klos,419.27,Monthly
3d748499-2f11-4335-b436-b0f63225ffee,Los Fresnos,410.42,Yearly
b375f642-a909-4f9d-8fda-b0e5cffa0522,Vodstroy,622.17,Monthly
3095aa06-7e0d-472f-98a1-c23e5086e807,Taiping,634.37,Yearly
465c9f17-5670-4392-b09c-27bc0479d1dd,Ashchysay,343.65,Yearly
3a26a489-f197-4eeb-9b59-e7c8d1fa16b1,Banga,690.03,Once
f667d1e1-fe06-47c7-b1c3-350117b755a2,Lomba do Loução,573.72,Once
77e9a41b-b416-429c-832a-066816511913,Shelabolikha,713.99,Monthly
046138ac-62ce-4ca7-8e3a-f24012fdb119,,443.79,Yearly
3200ad15-00c2-4b69-b1c4-66d7529dfc7f,Tyresö,425.11,Once
578fbeec-9123-4a2a-8a01-20d9a1d95f6b,Färgelanda,250.16,Monthly
6ef93a49-d240-4375-88c5-61c69119be79,Kukuluk,444.69,Once
4bca5dd7-0862-4050-aa97-9f4e7e339ac7,Partille,640.09,Weekly
2382e826-8ea7-4ddc-99c6-6eb6a5a36f15,Holguín,742.03,Weekly
7ca77b31-834c-48b3-ba2a-fd96d298fb8a,,551.85,Monthly
78a2c46c-5919-43fd-b472-90382ea73d4f,Salcedo,740.25,Weekly
627fb3d0-488d-49a8-9034-d52e58f548df,Fukuroi,483.97,Once
e7fe9bf9-1699-4988-9a6c-638a9e417944,Kuilehe,214.49,Monthly
0f25427f-1bea-403e-a9b1-3a048bfe2ba4,Níkaia,396.46,Monthly
d5e18db6-5689-466a-be97-96779e72a10f,Barat,456.23,Monthly
0f829121-7a87-4308-9d3b-5a5b8f99794b,Thymianá,689.26,Weekly
a8ffdb91-aefd-4fc2-b916-bff2d3606630,Tindog,724.95,Yearly
b9f7db38-a9b4-4842-bf3d-133e92d1cd71,Pasirtujuhpuluh,172.55,Once
2e972399-8195-4aa9-87e8-f2776d48f724,Baoshan,498.53,Weekly
074e6d95-2b14-40de-94ba-14387ff1a9cb,Khawr Fakkān,277.21,Monthly
ec97afa2-8215-4f03-8df1-d8478587a8af,Hongyanxi,665.53,Monthly
20a410db-6890-457a-8fdb-4bdae61735ce,Cinyasag,222.64,Monthly
390e5c98-cb99-466d-b8c9-cfe91529cb07,Chacapalpa,514.45,Yearly
647f7909-72ec-41a0-bb86-97e0c02964cc,Granja,601.69,Monthly
04d1367c-4eaa-4502-bfdc-03441b7360d5,Ngama,162.99,Monthly
fd92e269-bca5-463c-a54e-8e4015cfd14d,Trenton,629.91,Weekly
fd9dade6-f225-4978-b3ff-f9af94a6a3dd,,388.73,Monthly
e60fdb91-64f4-46e2-8d7c-6996ac61218a,Denver,388.73,Yearly
d8e56c30-6c69-4d2b-ad67-1a6662a4d02a,Jiuchenggong,364.5,Weekly
c3dabca6-c908-456f-8b7b-c2d926d1727b,Madala,477.64,Monthly
d1b4ef06-0ed0-4524-91e4-943b719258b1,Maofan,241.08,Once
b0217494-2961-4ef4-9f53-dcaf98b6ddc9,Guanta,420.95,Weekly
565ab967-0981-40fb-9753-ff1aab9f5c98,San Jose,376.97,Yearly
e9d51299-3545-491b-ac2a-fac991876107,Rominimbang,467.76,Weekly
01162c0c-158b-418f-964a-c7688a83c04c,Disūq,640.19,Yearly
7cfb7bb8-abe4-4d0b-9d07-3db8ef14db57,Kostyantynivka,378.38,Weekly
ba05d81d-af6d-4d56-9c5f-e198e1a8aefd,Pokrovskoye,229.39,Weekly
5507f8f4-9abc-4253-bd8d-90cbe1661184,Souto,381.34,Yearly
7636fb98-cee5-4e58-9e26-493fd53e0824,Dong’an,706.89,Monthly
4995bae3-613a-441c-bf26-b701e898646d,Delcevo,321.5,Weekly
e1007d09-9934-4b26-a170-1a03fb73d215,Dolulolong,455.75,Yearly
11511b0e-1a26-4de0-b0e6-c8f255b23622,Xuanma,530.83,Yearly
bbb572b9-3fbd-4845-bb4f-8d86f8696503,,465.15,Weekly
9d8577a5-1a3a-4235-8bc2-28c4a6a719b8,Phủ Thông,626.22,Monthly
872dea84-7976-4d88-a880-05b4935624f7,Ấp Tân Ngãi,260.47,Monthly
20167e9b-1da3-43e4-b534-ee31de68520e,Semarang,357.05,Monthly
20cc6115-a4b3-4f31-8071-e90b3b9b2524,,695.93,Once
983bed6d-cf3b-4965-93bc-e2652b76f7ff,Jerusalem,291.48,Yearly
b8e23e5f-2ca0-45d6-a019-ac4a9a385f21,,411.47,Weekly
828a2edf-49f7-42b3-9206-a13afc9fe581,Mó,690.76,Weekly
5ed698ef-d801-4278-905a-5a4f6357c344,Sbo’o,280.24,Yearly
bac2e9cd-8337-4a9d-b2f8-5fd53509f819,Miyoshi,493.05,Once
865355ca-022f-4891-bc8d-9c623c6e943b,Boca Raton,252.19,Monthly
6b9639a7-5669-4757-86ab-7c88eedf4734,Isla Pucú,519.34,Monthly
104c8820-dfdd-42ac-95ab-49bba63ab08c,Ḩuwwārah,348.99,Weekly
c29244eb-0934-433c-9a9f-54e8f03c5b73,Carson City,272.62,Yearly
da1dea3b-a4a6-42a6-a266-83b562053e9f,Kokubunji,620.15,Yearly
a838915c-5067-486e-87f5-61efcbae173b,Halle,167.52,Once
faaad93f-5cfd-47e0-9645-7926fd38a6ce,Xiushi,389.53,Yearly
31913af0-cf44-40ee-a863-1de3b9d03df4,Vĩnh Tường,428.66,Once
80337eae-3c19-4896-98d1-28030682aa7b,San Isidro,686.53,Yearly
118f8fc4-10fa-4715-b1ea-1f9dd44fda65,Prámanta,692.91,Monthly
b9ae075c-ceac-4862-8d62-35b692aa9cdf,Omiš,615.32,Monthly
a623ffaa-9dfa-4267-9e14-3dc6ef6623e7,Folques,199.14,Monthly
69e284ea-796b-43b0-9e0e-42caad58e579,Danxia,203.81,Yearly
7a73b80b-1622-4eed-99a7-9055902a383b,Xingyuan,629.27,Monthly
a68b905f-edcf-4e94-8430-eb40b31f71dd,Atabayan,248.78,Yearly
bf1e6180-6406-4e08-a616-4d1b0e78647d,Wuhu,283.28,Once
f43819b7-e138-4581-bf91-bc41aba0ac09,Quarteira,604.32,Yearly
12478145-18a3-4fb0-8c19-a7a83b1507fa,Daya,714.55,Yearly
e2fd7682-8647-4651-bd90-58aad2e42ff2,Büzmeýin,196.05,Yearly
5d5c83b1-bc28-4f5c-bf97-7a5a3fa4dcff,Tiabaya,153.02,Weekly
686f07a4-a243-4a05-b9bf-f36a95a16fe7,Kraslice,359.16,Monthly
3061d70d-5797-4dfc-8d2e-8b3bd98329a8,Bailuquan,396.45,Once
e98e24ad-1008-481c-80d6-fc3b84c55ff9,Huntington,468.77,Yearly
5b7febb4-36f8-40df-bbf7-002deb994493,Berlin,188.78,Yearly
32674eaa-46d4-4a73-818e-1fae66d6112f,Kil’mez’,281.37,Monthly
5926e8f5-ce66-44d5-b4e8-ef03e667a913,Rio Pardo,635.04,Weekly
9cb19b33-a46e-40ba-a591-fff44d1d1432,Río Guayabal de Yateras,186.62,Weekly
9e7c174f-7094-47dd-b236-2a26342fb1b1,Mayumba,429.07,Monthly
854cfd98-f436-4a75-8782-f6e40f96077d,Boskovice,532.82,Monthly
548b7143-51ad-4dab-892b-7e428521aeb4,Tawau,443.22,Monthly
358911a0-0d9f-4a9d-bc0b-a4f42334bd87,,589.41,Weekly
ad80a45f-d180-4432-9667-730ba981d46d,Villavicencio,436.77,Yearly
86bd323d-8664-4e35-863f-92317a9d2b5e,Andou,336.25,Weekly
6147ed7a-c447-4138-8c2b-4f68563461ce,Benito Juarez,670.31,Yearly
545f2cf2-7c49-4c80-a4b1-c695542ad537,Kut Chum,475.65,Yearly
917252d7-c592-4896-9135-f8b0291c5c0e,Žirovnice,633.71,Once
6b7f740a-755f-41f8-8679-974584cc791b,Krajan Nglinggis,695.39,Once
8673b62e-edd0-4e9b-ac4c-375e31bce50c,Beaumont,320.93,Once
aaae7d3c-3615-4c70-94b7-9b0c967b676c,Güines,601.26,Monthly
4012692d-14a3-4895-8ede-34ad7efe385d,Yuecheng,321.26,Monthly
47952708-bb5e-422b-8f88-3d6bc0561d31,Tiehe,283.61,Once
04a8a673-3233-409b-ba71-9a255b18189d,Santa Catarina Ixtahuacán,162.11,Yearly
d913ce2d-2fa8-4d42-8418-392f613cbbf2,Huya,546.98,Weekly
c5032dad-12dd-4efa-8d64-4841753c6cc9,Descalvado,289.55,Once
1bb75ff4-a286-4d29-b4d6-fe1042f79061,Hesperange,303.64,Weekly
43af88f9-547d-4b19-9374-eb9e83b4779e,Tengjia,657.87,Monthly
f18aefe7-b157-4e33-a553-80d03fecc28f,Porto Alegre,496.22,Yearly
94d3601c-0aa8-4f63-be73-64fd2b541dbe,Kribi,245.27,Yearly
